x1,x1_1,x1_2,x1_3,x1_4,x1_5,x1_6,x1_7,x1_8,x1_9,x1_10,x1_11,x1_12,x1_13,x1_14,x1_15,x1_16,x1_17,x1_18,x1_19,x1_20,x1_21,x1_22,x1_23,x1_24,x1_25,x1_26,x1_27,x1_28,x1_29,x1_30,x1_31,x1_32,x1_33,x1_34,x1_35,x1_36,x1_37,x1_38,x1_39,x1_40,x1_41,x1_42,x1_43,x1_44
61.456130543856865,56.13886170811297,69.16117801178622,57.79408013681928,58.50169123746155,65.2483539743105,61.343488011392196,75.60241164068758,71.31692887580161,60.601263515448466,61.43806087323969,56.997434163556655,58.88669466601887,69.8701468575865,68.27556483768093,59.245342788600134,68.00304127624386,63.08588172340313,75.5580013630682,75.23903577978066,71.30250121067527,54.54645172605655,64.90561794517895,68.09307084519378,56.739883623686026,58.2435302290261,60.612630816842206,60.37989643952104,63.02459248631382,59.728942588601555,66.71895512462302,68.45939956453704,63.34328362431484,58.22052014924692,59.243429486329674,61.19219824768422,59.379344440964964,59.14239893071546,72.02738317850411,55.100708818025346,60.87658422626829,68.21760149252279,63.174749140489254,54.404074065031004,59.72643576072348
61.7607132058731,55.95622504369592,70.07588900480698,58.35291199201985,63.344698412566665,64.5367825180507,62.66963911060544,75.75126609227499,71.0991111389449,60.64821248721778,59.20978173672537,57.96179763368174,58.412341291117,68.8826930729033,67.98148765560016,62.50862185211647,68.24514099995301,62.723333024041885,75.41128119962548,75.55700721711122,70.84780474098977,55.29775315615882,64.87678244131445,67.57804399797459,56.14971058298535,57.985253517273634,57.60876939714081,60.13257594603877,62.31277925365671,61.13346831910603,65.35616469926488,67.41348071031454,62.92373062392836,58.379816013391384,60.51494101824571,61.62298032791277,59.24035771117599,59.18639162936803,71.43561565947573,55.29569408549078,60.288991063359774,67.87042592362934,62.69726583090072,54.395677168079146,59.60709738739031
61.18980762937131,55.746577478852075,69.6827735384889,57.650135470630254,63.08313882787101,61.64092439954776,61.99795537195626,72.41146035980196,71.55934460463061,60.314709456887584,61.337083571782195,57.565178438642576,58.05186066856265,69.36615556227953,64.36326940448849,59.04128985227092,67.71165570890153,63.29440880664492,75.12851688808206,75.77738372518729,71.19531108929458,54.19901471007771,64.82495417797553,67.24098087614081,55.75075091269028,58.209518615887646,58.27263519862243,63.70398054532797,62.05401187241824,60.35485963868395,70.16360643132373,64.74262272996702,64.29261628167916,57.63870798152896,60.407747259014684,61.56057119230263,59.65236226184292,55.55401128647261,71.33987699087929,55.76506016297554,60.728785748121176,68.20057006550078,63.19370520509102,58.49246503371065,60.042735783641625
61.532578395287594,56.79042211767904,68.73569267160174,57.188898120668455,62.85283654035074,65.85919889368404,62.00498554742815,74.63806375704658,71.34283840360092,59.74325373885655,62.58089860300186,57.169093136879084,59.00479478375861,69.75912098051576,67.71660375202815,62.48185401205751,68.46553804624583,59.99322307352216,75.33576566668712,76.15329196495838,67.26429124705123,55.4423020785852,64.94695142902147,67.98504837804722,55.48733295105259,58.983150551940824,61.29146959814938,63.927008892716415,61.848273248311074,60.404279150253736,70.38931777348454,67.70817636996621,59.776034223869544,61.397234799899834,60.55416885649664,61.86326027259734,58.76237983646783,59.78398993938303,72.6603629520568,54.71957335755594,64.6186457127898,67.67656935760047,62.239280997503286,55.304422561534075,62.8114681686932
58.09742678761461,56.22224522854613,69.77143537659667,58.14533522426381,62.3380591116558,64.62362935688192,61.85629591253461,74.37751736564307,71.6976886709315,60.23285289251756,61.47706741794071,57.570450105577095,58.51856618882183,69.61293157319984,67.74143447179422,62.80945107876231,67.94700731807914,63.02675485813014,75.81859254141155,75.463402930461,71.56203987329081,55.909082968337366,65.01201873463015,68.99089450728685,55.308688428471974,57.99827961162342,56.951848213030964,60.28719668190834,62.07587072073763,60.84935525355579,70.76250171513165,68.26268756243931,63.538857633060914,57.22842078663154,60.41033837469232,61.443090605959,60.05235537680017,59.311282546206016,75.65692818057899,54.992086443922624,60.46484849177942,64.83646029456759,63.484824438486626,55.03896847523893,59.4312174718133
61.22486502967969,55.33341710849714,69.02739936704783,58.60280548174745,62.51675899859846,65.03181401122143,61.763450797350856,74.99221643096325,74.56708365229929,60.24893761953748,62.461083488474905,56.9796108628027,58.16330456946677,69.27576973692535,68.20663571288458,58.50797565568742,67.99699571931653,62.34660488910075,74.63927887988464,74.90244678179637,71.1950562847401,55.5588922297553,65.34597409177611,67.74186269157876,56.01949603551532,58.255186892087046,60.6451881348932,62.7678127142748,61.75619362609709,61.051556027623455,70.30584365869139,68.32252468575194,63.520798613283915,57.26245726193098,59.99511061248429,61.65676464881878,59.58288163078054,58.56058548156889,71.50947443423624,55.40203943879165,60.909791680005064,68.63576443618088,62.44236111219886,53.99058142622532,63.32862784272946
61.824481868931905,55.30539859556129,69.3711418812968,57.76366091854241,61.674966862452656,65.01568731492259,60.798046819605396,75.59660551692474,71.60044993923856,63.823366141638864,61.57288134766847,60.9580419928367,59.39537103180838,65.74172994302715,68.40429104547592,62.409612968222426,67.85509286890637,63.14388243857738,75.14003671835907,75.39015703611439,71.20690908400545,54.568338260238214,64.59607914035401,69.06147926050538,56.417573555594736,58.15859816035527,57.38998974413761,59.8488672467321,61.10510510153667,60.3443696789754,69.91456209606835,68.09609750416278,62.87945507584771,59.09805171800718,60.00361751411853,61.360665595810005,59.64840968178736,58.83392020177255,71.27677388703223,58.880969297577074,60.34273774264297,67.87830072102929,62.77966145500232,55.10599067764457,59.649619985475375
61.57868835003048,59.847256976311385,69.0989397230125,58.03070506261521,62.748879460769366,64.03597585970965,62.07673053925821,76.13099643159651,70.95429030787177,59.3525851456804,61.74572024656607,57.49981187279022,57.68177180780136,69.10112648327556,68.50045372178401,62.32961295211887,68.38982965319896,62.68966904000064,76.13016286346202,75.9969065255231,70.82104510638138,58.89692564831537,65.23680187417598,67.3562645298312,56.37704275363731,58.648350017667966,57.65211795861577,63.270127302097904,62.024861750505075,60.73292124695714,70.18322792127367,68.19531188417365,63.665001589573066,58.02099068653843,60.137424302227195,60.88671321158814,59.846797627282065,58.36021380810948,72.29444164598209,55.063852117203794,60.310155984479806,68.17391581338327,62.26836055043132,54.53141721804893,59.57336557554111
60.97550247396019,55.90200345728223,70.0764345673268,57.24635311539577,62.117000599930606,64.9882468478213,57.80897864073455,75.42808937400294,75.12315755285348,59.99337841939243,61.76342817254597,57.31336590753528,58.35211008882401,70.0053860519497,67.30267073647784,61.86189536130458,68.61904324185272,63.016149460591805,75.83172846768309,75.14051048434908,70.61307723025442,55.00549975038289,61.33191843101346,68.1175868608481,55.39731594980377,58.235634655776416,56.985174706127104,62.874080359174464,62.047441126439786,60.8709982538611,71.37872514768716,68.43373094870505,63.518855708530424,57.49490559781775,60.21051475124865,61.442055395837144,59.235972232062515,55.16253891376852,71.65747018850637,55.158199750872015,61.081083871058844,68.274698931696,62.59211984744466,54.94050638011923,62.8920518636696
62.09333351696178,55.65225375374452,70.48780058795755,57.72618027934961,62.06336628562894,65.24658131932637,62.43250925294904,74.92429527265595,71.44942859529515,60.00059438458448,62.2710904217648,56.947585943064965,58.47101438181642,69.36756479239882,68.1420146789941,62.8775359189625,68.81391475898977,62.599794543854365,75.44151308931527,76.53081027863301,71.63256792000469,54.393020616841845,64.77385152849821,67.49352008975389,54.889525068906934,62.121268384448385,61.46364272108213,64.08536208714185,61.55990423855749,60.88836805938036,69.74791684374102,68.14745573388892,63.49692175255818,57.90269504550398,60.66057939864933,61.648619106849495,59.2455713604415,59.39603504022554,71.48280194923157,55.372591179810954,60.14534648832915,67.87521947683797,62.21869475847557,54.8676455615547,63.3250027519587
